127530,127530,127530,127530,127530,127530,127530,127530,127530,127530,127530,127530,0,0,0,0,0,0,0,0,0,0,0,0
127529.999999999,127530,127530,127529.999999999,127529.999999999,127529.999999999,127529.999999999,127529.999999999,127529.999999999,127529.999999999,127529.999999999,127529.999999999,-9.60314415459263e-07,-8.75457199227943e-06,-1.21655715955517e-08,0,0,0,0,0,0,0,0,0
127528.160250109,127528.152577934,127527.62491417,127527.688410339,127529.791863843,127529.731559342,127528.748832773,127528.828608996,127524.961702361,127524.73741407,127526.973410028,127526.981312088,-3.83117339249393e-06,-3.487263016816e-05,-4.8494290140659e-08,159.224077233807,163.006499450125,166.788921611214,170.571343827532,174.353766043851,178.13618820494,181.918610421258,185.701032637576,189.483454798665
127522.66649022,127522.635881801,127520.532906886,127520.785995518,127529.170711449,127528.930348803,127525.012204729,127525.330288326,127509.917079128,127509.022952203,127517.935864924,127517.967354874,-8.59092301200444e-06,-7.80271337941302e-05,-1.08686409149159e-07,634.354916411803,649.432373106106,664.509829855638,679.58728660517,694.664743354701,709.742200049004,724.819656798536,739.897113548068,754.9745702976
127513.579457471,127513.510796584,127508.803779785,127509.370394914,127528.144975252,127527.606883307,127518.828932317,127519.541589964,127485.030156759,127483.027570118,127502.985785278,127503.056262877,-1.52149694220293e-05,-0.00013782076335645,-1.92513605467785e-07,1419.4709849027,1453.26289376173,1487.05480262076,1520.84671142457,1554.63862028359,1588.43052914262,1622.22243794643,1656.01434680545,1689.80625566448
127500.979138569,127500.857431805,127492.543574227,127493.544757372,127526.726874693,127525.776198238,127510.247836069,127511.508632057,127450.511307569,127446.970300149,127482.249160259,127482.373641489,-2.36758464534316e-05,-0.000213788417888852,-2.99816643038174e-07,2506.99881806606,2566.85360815211,2626.70839829339,2686.56318837943,2746.41797846548,2806.27276855153,2866.1275586928,2925.98234877885,2985.83713886489
127484.964190366,127484.77454297,127471.883779708,127473.436971704,127524.932299125,127523.457710085,127499.327446608,127501.286817741,127406.615876248,127401.116827897,127455.878731272,127456.071753692,-3.39432966527251e-05,-0.000305400013446236,-4.30502648263452e-07,3887.7680269047,3980.98461906184,4074.20121116375,4167.41780326565,4260.63439542279,4353.8509875247,4447.06757962661,4540.28417178374,4633.50076388565
127465.65126554,127465.378858238,127446.980413187,127449.198771653,127522.780671232,127520.675053856,127486.135661178,127488.940506821,127353.642577426,127345.777831587,127424.053039647,127424.328571233,-4.59843652161906e-05,-0.000412063566522838,-5.84542016714996e-07,5551.073892313,5684.9223316967,5818.77077102517,5952.61921040888,6086.46764979258,6220.31608917628,6354.16452855998,6488.01296794368,6621.86140732738
127443.174247763,127442.804314722,127418.012974998,127421.004720924,127520.294791946,127517.455898491,127470.749352884,127474.542642239,127291.931674495,127281.307094687,127386.975344271,127387.346696263,-5.97635062498485e-05,-0.000533128544921771,-7.61964972580119e-07,7484.74716622122,7666.48829373178,7848.22942124233,8029.97054869766,8211.71167620821,8393.45280371876,8575.19393122932,8756.93505873987,8938.6761861952
127417.683401111,127417.201209046,127385.18328785,127389.051084485,127517.500667901,127513.831741392,127453.253935173,127458.174333784,127221.862950711,127208.099403225,127344.872415813,127345.352159981,-7.5242700723653e-05,-0.000667889467389484,-9.62857803794154e-07,9675.23066740607,9912.13472094839,10149.0387744907,10385.942828033,10622.8468815754,10859.7509351729,11096.6549887152,11333.5590422575,11570.4630957999
127389.344438721,127388.735267403,127348.714225875,127353.554593076,127514.427322494,127509.83768347,127433.742884062,127439.924401442,127143.853484998,127126.588240597,127297.993214786,127298.593105584,-9.23815854356946e-05,-0.000815589732238937,-1.18735879721396e-06,12107.6622270974,12407.0262725922,12706.390318087,13005.7543635817,13305.1184090765,13604.4824545712,13903.846500066,14203.2105455608,14502.5745910555
127358.337516527,127357.586640643,127308.848341344,127314.751108147,127511.106591786,127505.512186083,127412.31722119,127419.888881313,127058.355245496,127037.243293373,127246.607461305,127247.338363255,-0.000111137592253499,-0.000975425654203812,-1.43565389946803e-06,14765.9635124489,15135.1276108161,15504.291709128,15873.4558074951,16242.6199058622,16611.7840042293,16980.9481025965,17350.1122009636,17719.2762993307
127324.856157734,127323.948830287,127265.846397011,127272.89419508,127507.572906591,127500.896811482,127389.084960643,127398.170496789,126965.852515002,126940.567782795,127191.004104835,127191.875925533,-0.0001314660968549,-0.00114655068789736,-1.70797213025565e-06,17632.9342255638,18079.296250736,18525.6582759635,18972.0203011358,19418.3823263081,19864.7443515356,20311.1063767078,20757.4684018801,21203.8304271076
127289.106114488,127288.027551821,127219.985812597,127228.253612978,127503.86306194,127496.035948242,127364.160522837,127374.878098306,126866.859163219,126837.095637289,127131.489702836,127132.511331861,-0.000153320576150628,-0.00132807981549692,-2.0045807758591e-06,20690.3511575423,21221.3801885196,21752.4092194417,22283.4382504191,22814.4672813964,23345.4963123737,23876.5253432958,24407.5543742732,24938.5834052505
127251.304173108,127250.039541592,127171.55903426,127181.113729538,127500.015975486,127490.976523481,127337.664118901,127350.126074746,126761.915781345,126727.388522192,127068.386717477,127069.56597154,-0.000176652773534896,-0.00151909407564191,-2.32578039147535e-06,23919.0715508935,24542.3197690779,25165.5679872622,25788.8162054466,26412.064423631,27035.3126417602,27658.5608599445,28281.8090781289,28905.0572963133
127211.676909796,127210.211314318,127120.871836303,127131.771870063,127496.072436225,127485.767703457,127309.721109032,127324.033739919,126651.586695383,126612.032743473,127002.031740165,127003.375314716,-0.000201412871078964,-0.00171864521002113,-2.67189964166335e-06,27299.1402099567,28022.2532430591,28745.3662761063,29468.4793092087,30191.5923422559,30914.7053753583,31637.8184084055,32360.9314415079,33084.0444745551
